"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","Referrer URL","Source","Do you mainly b..  [Play by myself]","Do you mainly b..  [Share with others]","On average, how.. ","What kind of co..  [Construction (e.. ]","What kind of co..  [Technical const.. ]","What kind of co..  [Mods or plugins]","What kind of co..  [Texture packs o.. ]","What kind of co..  [Entire Worlds]","What kind of co..  [I don't create .. ]","What kind of co..  [Other]","Have you ever b.. ","Would you consi.. ","Creating conten.. ","Creating conten.. ","I feel like I'm.. ","I feel a sense .. ","I feel a sense .. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","I think creatin.. ","I learn new thi.. ","I gain experien.. ","I can improve m.. ","Creating conten.. ","I find the expe.. ","I find the expe.. ","I find the expe.. ","Creating conten.. ","I find the expe.. ","My content crea.. ","Creating conten.. ","My content crea.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","I can forget ab.. ","I can get away .. ","I can get away .. ","Creating conten.. ","My content crea.. ","My content crea.. ","My content crea.. ","Creating conten.. ","Creating conten.. ","I can show othe.. ","I can help othe.. ","I can let peopl.. ","My content crea.. ","My content crea.. ","I gain extra in.. ","I intend to con.. ","I would like to.. ","My intention is.. ","I will say posi.. ","I will recommen.. ","I will refer my.. ","I keep in touch.. ","I communicate w.. ","I keep in conta.. ","Creating conten.. ","I meet new peop.. ","I make new acqu.. ","In which countr.. ","How old are you?","Which gender do.. ","Which gender do..  [Other]","On average, how.. ","When did you st.. ","Last time I cre.. ","On average, how.. ","Total time","Group time: Step 1","Question time: SC","Question time: CC1","Question time: CC2","Question time: CC3","Question time: .. ","Question time: .. ","Group time: Step 2","Question time: PT1","Question time: PT2","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Step 3","Question time: ID1","Question time: ID2","Question time: ID3","Question time: PA1","Question time: PA2","Question time: PA3","Group time: Step 4","Question time: SD1","Question time: SD2","Question time: SD3","Question time: SD4","Question time: PA4","Group time: Step 5","Question time: .. ","Question time: .. ","Question time: .. ","Question time: SE1","Question time: .. ","Question time: .. ","Group time: Step 6","Question time: SE3","Question time: .. ","Question time: SE5","Question time: SE4","Question time: SE2","Question time: SE6","Group time: Step 7","Question time: ES1","Question time: ES2","Question time: ES3","Question time: ES4","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Step 8","Question time: PT3","Question time: PT4","Group time: Step 9","Question time: HB1","Question time: HB2","Question time: HB3","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Ste.. ","Question time: CI1","Question time: CI3","Question time: CI2","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Ste.. ","Question time: .. ","Question time: .. ","Question time: .. ","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Ste.. ","Question time: PD6","Question time: PD1","Question time: PD2","Question time: .. ","Question time: PD4","Question time: PD5","Question time: .. "
"159",,"11","en","1522015241","2025-01-21 15:41:45","2025-01-21 15:46:11",,"","Yes","No","0.5","Yes","No","No","No","No","Yes","","Yes","No","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",,,,,,,,,"267.24",,,,,,,,"41.24",,,,,,,,,,,,,"23.72",,,,,,"90.82",,,,,,,,,,,,,,"40.7",,,,,,,,,,,"12.87",,,,,,,"23.69",,,,,,,"34.2",,,,,,,,,,,,,,
"160",,,"en","755217050","2025-01-21 15:43:14","2025-01-21 15:43:14",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"161",,,"en","264504994","2025-01-21 15:44:30","2025-01-21 15:44:30",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"162",,"0","en","2007293498","2025-01-21 15:51:14","2025-01-21 15:51:42",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,"",,,,"","",,,,,,,,,,"",,,,,,,,,,,,,,"28.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"163",,,"en","263499789","2025-01-21 15:55:47","2025-01-21 15:55:47",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"164",,"4","en","664673357","2025-01-21 16:14:03","2025-01-21 16:17:01",,"","No","Yes","10","N/A","N/A","N/A","N/A","N/A","N/A",,"Yes","No","3",,,,"3",,,,,,,,"4",,,"2",,,"4",,,,"4",,,,"2","3","4","4",,"3","1","1","3",,,,"3","3","5","5",,,,,,,,,,"4",,"5",,,,,,,,,,"179.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33.64",,,,,,,"145.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"165",,"2","en","130692868","2025-01-21 16:16:14","2025-01-21 16:17:14",,,"N/A","N/A","6","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"4","5",,,,,,,"3",,,,,,,"4","3",,,"2",,"3",,,"4",,"4",,,"4","3",,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,"58.87","32.18",,,,,,,,,,,,,"26.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"166","2025-01-21 16:38:46","12","en","143729460","2025-01-21 16:31:24","2025-01-21 16:38:46",,"","No","Yes","40","Yes","No","Yes","Yes","No","No","","Yes","No","5","5","3","5","5","5","5","4","5","5","4","5","5","5","5","5","5","4","5","4","5","1","5","3","4","5","5","5","5","3","4","3","4","4","5","3","5","2","5","4","2","1","1","1","1","1","5","5","3","3","3","3","4","5","4","Switzerland","29","Male","","0","2013-01-01 00:00:00","Before this year","0","442.14",,,,,,,,"29.6",,,,,,"59.19",,,,,,,,,,,,,"24.98",,,,,,,"90.53",,,,,,,"40.71",,,,,,,,"34.01",,,,,,,,,,"51.87",,,,,,,"25.48",,,,,,,"85.77",,,,,,,
"167",,,"en","184864130","2025-01-21 16:40:53","2025-01-21 16:40:53",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"168",,,"en","1251080878","2025-01-21 16:51:48","2025-01-21 16:51:48",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"169",,,"en","1638056053","2025-01-21 16:53:10","2025-01-21 16:53:10",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"170",,"2","en","661087624","2025-01-21 17:14:39","2025-01-21 17:15:36",,,"N/A","N/A","4","N/A","N/A","N/A","N/A","N/A","N/A",,"Yes","No",,"4",,,,,,,,,,,,,,,,,,,,"3",,,,"4",,,,,,"4",,,,,"2",,,,"2","2","3",,,,,,,,"4",,,,,,,,,,,,,"56.63","30.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.96",,,,,,,,,,,,,,
"171",,,"en","284219084","2025-01-21 17:22:09","2025-01-21 17:22:09",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"172",,,"en","898614019","2025-01-21 17:36:49","2025-01-21 17:36:49","https://deref-gmx.net/",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"173",,,"en","1556758167","2025-01-21 17:39:30","2025-01-21 17:39:30",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"174","2025-01-21 17:49:38","12","en","1049252276","2025-01-21 17:42:35","2025-01-21 17:49:38",,"","No","Yes","6","Yes","No","Yes","Yes","No","No","","Yes","Yes","5","4","4","4","4","3","3","4","2","2","1","4","5","4","4","1","4","4","4","4","4","1","5","3","2","5","5","4","5","5","5","5","3","5","2","5","5","3","3","2","1","1","2","5","5","5","4","2","2","1","5","4","2","3","3","Germany","25","Diverse","","200","2018-11-11 00:00:00","This week","0","427.01",,,,,,,,,,,,,,,,,,,,,,,,,,,"78.1",,,,,,,,,,,,,,"78.71",,,,,,,,"26.65",,,"48.89",,,,,,,"30.62",,,,,,,"53.46",,,,,,,"110.58",,,,,,,
"175",,"0","en","403161444","2025-01-21 18:04:53","2025-01-21 18:05:06",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,"",,,,,"",,,,,,,"",,,,"",,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,"13.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.83",,,,,,,,,,,,,,
"176",,"1","en","2116514998","2025-01-21 18:51:48","2025-01-21 18:52:41",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","Yes",,,"3",,,,,,,,,,,,,,"4",,"4",,,,"4",,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,"53.59",,,,,,,,,,,,,,,,,,,,,,,,,,,"53.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"177",,,"en","1160632741","2025-01-21 19:00:11","2025-01-21 19:00:11","https://www.google.com/url?q=https://www.game-studies.rw.fau.de/l/index.php/749587?lang%3Den&source=gmail&ust=1737552589574000&usg=AOvVaw3JkcC-S0UQJvauWFfFvsc_&rct=i",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"178",,"2","en","1658287226","2025-01-21 19:03:55","2025-01-21 19:05:30",,,"N/A","N/A","5","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"4",,"4",,,,,,,"3","3",,,,,,,,,,,,"3",,"5",,,"4",,,"4",,,,"5",,,,,,,,,,,,,,,,,,,"4",,,,,,,,,"95.37",,,,,,,,"49.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179",,"0","en","6836894","2025-01-21 19:05:44","2025-01-21 19:05:54",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,"",,,,"",,,,,,"",,,,,,,,,"",,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,,"10.5",,,,,,,,,,,,,,,,,,,,,,,,,,,"10.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"180",,,"en","396582457","2025-01-21 19:22:56","2025-01-21 19:22:56","https://outlook.live.com/",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"181",,,"en","1306329200","2025-01-21 20:22:03","2025-01-21 20:22:03",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"182",,,"en","803828504","2025-01-21 20:50:50","2025-01-21 20:50:50",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"183",,,"en","2003943202","2025-01-21 21:15:29","2025-01-21 21:15:29",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"184",,"1","en","1116063206","2025-01-21 22:54:53","2025-01-21 22:55:13",,"","No","Yes",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,"4",,,,,,,,,,,"5",,"5",,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"185",,,"en","1234621392","2025-01-22 04:38:33","2025-01-22 04:38:33",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"186","2025-01-22 09:39:59","12","en","1170270068","2025-01-22 09:30:54","2025-01-22 09:39:59",,"","No","Yes","0","Yes","No","No","No","No","No","","Yes","No","5","5","1","2","4","3","1","2","1","2","1","1","2","3","1","1","4","4","3","1","1","1","4","1","1","1","1","1","4","1","3","4","2","4","1","4","5","4","3","1","1","1","1","1","1","1","4","3","4","3","5","5","3","3","1","Germany","24","Male","","0","2016-01-20 00:00:00","Before this year","0","546.52","65.95",,,,,,,,,,,,,,,,,,,,"35.77",,,,,,"73.23",,,,,,,"12.27",,,,,,,"79.79",,,,,,,,"36.91",,,"79.11",,,,,,,"42.78",,,,,,,"40.7",,,,,,,"80.01",,,,,,,
"187",,"1","en","585872732","2025-01-22 09:40:02","2025-01-22 09:40:42",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","1",,,,,,,,,,,,,,,"39.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.47",,,,,,,,,,,,,,,,,,,,,
"188","2025-01-22 11:12:01","12","en","1594169239","2025-01-22 10:59:48","2025-01-22 11:12:01",,"","No","Yes","30","Yes","No","Yes","No","Yes","No","Bedrock Marketplace","Yes","Yes","5","5","3","4","3","3","3","4","3","3","3","5","4","5","4","3","4","4","4","4","4","5","5","3","5","5","5","3","2","4","3","1","4","5","4","2","5","4","4","4","5","5","5","4","4","5","2","4","3","4","3","5","4","4","5","Austria","20","Male","","1000","2021-08-01 00:00:00","Today","1000","736.48",,,,,,,,,,,,,,"102.67",,,,,,,"12.92",,,,,,,,,,,,,"38.46",,,,,,,"81.69",,,,,,,,,,,"94.32",,,,,,,"182.41",,,,,,,"143.99",,,,,,,"80.02",,,,,,,
"189",,,"en","1207663926","2025-01-22 11:14:51","2025-01-22 11:14:51",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"190",,,"en","942703831","2025-01-22 11:19:26","2025-01-22 11:19:26",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"191",,"-1","en","424261189","2025-01-22 12:45:21","2025-01-22 12:45:32",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,"",,,,"",,,,,,,,,,,"",,"",,,,,,,,,,,"",,,,,,,,,,,"",,,,,,,,,,,"11.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.93",,,,,,,,,,,,,,
"192","2025-01-22 13:34:17","12","en","248892417","2025-01-22 13:24:19","2025-01-22 13:34:17","android-app://com.google.android.gm/","","Yes","No","4","Yes","No","No","No","No","No","Pixel Art","Yes","Yes","4","4","4","4","4","2","4","4","1","1","1","3","5","4","3","1","4","4","4","1","4","1","3","1","1","4","2","1","3","1","3","2","1","1","1","4","3","4","3","1","1","1","1","3","2","1","4","2","1","1","4","3","5","3","4","Germany","22","Female","","0","2022-03-01 00:00:00","Before this year","0","600.85",,,,,,,,"63.84",,,,,,"13.81",,,,,,,,,,,,,"54.3",,,,,,,"68.07",,,,,,,"126.15",,,,,,,,,,,"100.05",,,,,,,"33.34",,,,,,,"87.59",,,,,,,"53.7",,,,,,,
"193","2025-01-22 13:56:48","12","en","1577704164","2025-01-22 13:41:44","2025-01-22 13:56:48",,"","Yes","Yes","6","Yes","Yes","No","No","No","No","Designing Compact Scenarios for an adventure, including researching and comprising suitable mods, modpacks and resource packs","Yes","Yes","5","4","4","4","4","3","2","4","2","2","4","5","4","5","4","2","5","5","4","3","5","1","5","1","2","4","2","3","5","3","4","5","3","4","3","5","5","2","4","4","1","1","1","4","4","4","5","4","3","3","5","3","4","3","3","Germany","20","Male","","0","2014-08-22 00:00:00","This week","0","904.52",,,,,,,,"63.69",,,,,,"46.78",,,,,,,"55.41",,,,,,"39.79",,,,,,,"43.19",,,,,,,"360.67",,,,,,,,,,,"58.38",,,,,,,"33.5",,,,,,,"91.79",,,,,,,"111.32",,,,,,,
"194",,"-1","en","667599266","2025-01-22 14:38:22","2025-01-22 14:38:36",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","",,,,,,,,"","",,,,,,,,,,,,,,"",,,"",,,,,,,,,"",,,,,,"",,,,,,,,,,,,,,,,,,,,,,"13.44",,,,,,,,,,,,,,"13.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"195",,,"en","18955419","2025-01-22 15:39:59","2025-01-22 15:39:59",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"196",,,"en","659604410","2025-01-22 16:23:08","2025-01-22 16:23:08",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"197",,,"en","1514790741","2025-01-22 20:23:50","2025-01-22 20:23:50",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"198",,"2","en","246492383","2025-01-22 21:50:50","2025-01-22 21:52:05",,,"N/A","N/A","1","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,"1",,,"4",,,"2",,,,,,,,,,"2",,,"2","3",,,,,,"3",,,,,,"2",,"2",,,,,,,"2",,,,,"3",,,,,,,,,"75.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.16",,,,,,,,,,,,,,"40.49",,,,,,,,,,,,,,
"199",,,"en","1999817693","2025-01-22 22:01:16","2025-01-22 22:01:16",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200",,"3","en","1306068829","2025-01-22 22:29:26","2025-01-22 22:31:02",,,"N/A","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A",,"No","No",,,,"1",,,"1",,,,,,,"1",,,"1",,,,"1",,,,,"1",,,"1",,,,"1","1",,"1",,,,,,"1",,,,,,,,,"1",,,,,,,,,,,,,"97.75",,,,,,,,,,,,,,"31.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.61",,,,,,,,,,,,,,,,,"22.49",,,,,,,,,,,,,,
"201",,"0","en","1571868269","2025-01-22 22:29:32","2025-01-22 22:30:34",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,"",,"",,,,,,,,,"",,,,,,,,,,,,,,"57.65","57.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"202",,"1","en","584490119","2025-01-22 22:34:29","2025-01-22 22:34:48",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,"3",,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.76",,,,,,,,,,,,,,,,,,,,,,,,,,,"19.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"203",,"1","en","2048793315","2025-01-23 00:21:34","2025-01-23 00:31:29",,,"N/A","N/A",,"No","Yes","Yes","No","No","No","","N/A","N/A",,,,"4",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,"4","2",,,,,,,,,,"594.26",,,,,,,,"594.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"204",,,"en","340753935","2025-01-23 01:14:30","2025-01-23 01:14:30",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"205",,,"en","1019674212","2025-01-23 02:14:37","2025-01-23 02:14:37",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"206",,,"en","1871551605","2025-01-23 07:06:40","2025-01-23 07:06:40",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
